Obs#,Time,Date,configName,configAuthor,remark,Pot,Row,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,,,,,,,,,,,,,,,,,
31,12:15:30,7/11/2023,Zach TIP2023,Zach Peagler,,7,4,0.203758,2.921533,0.190473,1.234155,2.437113,2.4039,3.053527,0.616414,24.559788,24.899115,31.196793,0.441786,PSF-01133_20230711121530,0,0,0,103.541496,446.930054,0.768327,0.5,0.8,78.676506,71.82,70.84,26.1,24.32,97.88,156.7,151.8,3.1,256,4.063,12:08:53,7/11/2023,-1.91,,,,,,,,,,,,,,,,,
32,12:15:42,7/11/2023,Zach TIP2023,Zach Peagler,,8,4,0.121215,2.921577,0.116386,0.881693,2.413452,2.389717,3.134005,0.720552,24.412519,24.654989,32.0159,0.441786,PSF-01133_20230711121542,0,0,0,105.675819,466.623199,0.773531,0.5,0.8,50.755657,70.96,70.26,26.13,24.76,97.89,156.7,153.7,1.9,164,4.063,12:08:53,7/11/2023,-1.91,,,,,,,,,,,,,,,,,
1,12:44:12,7/25/2023,Zach TIP2023,Zach Peagler,,1,1,0.333358,2.921912,0.29922,3.84775,2.942268,2.838811,4.161032,1.218764,28.870609,29.922764,42.317554,0.441786,PSF-01133_20230725124412,0,0,0,110.935806,393.331299,0.717958,0.5,0.8,94.285095,64.74,62.46,31.13,29.59,98.33,156.7,152.5,2.7,328,4.119,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
2,12:44:23,7/25/2023,Zach TIP2023,Zach Peagler,,2,1,0.097657,2.92055,0.094498,1.503105,2.936908,2.896446,4.442308,1.5054,29.455929,29.867414,45.176857,0.441786,PSF-01133_20230725124423,0,0,0,116.587761,404.042236,0.711447,0.5,0.8,95.957779,64.57,63.68,31.14,30.73,98.33,156.6,149.9,4.3,337,4.094,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
3,12:44:31,7/25/2023,Zach TIP2023,Zach Peagler,,3,1,0.518512,2.92019,0.440327,5.301808,3.066047,2.923482,4.206226,1.140179,29.731182,31.18104,42.776413,0.441786,PSF-01133_20230725124431,0,0,0,124.207016,422.343842,0.70591,0.5,0.8,118.123917,67.38,64.24,31.15,29.78,98.33,156.5,154.2,1.5,418,4.094,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
4,12:44:40,7/25/2023,Zach TIP2023,Zach Peagler,,4,1,0.140123,2.920172,0.133708,2.128489,3.00706,2.949786,4.512609,1.505549,29.99716,30.579597,45.889927,0.441786,PSF-01133_20230725124440,0,0,0,116.382126,290.766113,0.59974,0.5,0.8,90.077209,66.05,64.79,31.16,31,98.34,156.5,150.3,4,375,4.118,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
5,12:44:49,7/25/2023,Zach TIP2023,Zach Peagler,,5,1,0.256928,2.920716,0.236154,2.479947,3.053899,2.987232,4.049217,0.995318,30.379274,31.057257,41.179352,0.441786,PSF-01133_20230725124449,0,0,0,116.02092,431.603912,0.731187,0.5,0.8,88.426483,67.04,65.58,31.17,29.12,98.33,156.6,151.9,3,302,4.118,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
6,12:45:00,7/25/2023,Zach TIP2023,Zach Peagler,,6,1,0.168226,2.921327,0.159066,1.868691,3.016084,2.965851,4.129353,1.113269,30.160301,30.671131,41.992176,0.441786,PSF-01133_20230725124500,0,0,0,130.245926,428.819427,0.696269,0.5,0.8,36.037491,66.18,65.08,31.18,29.46,98.34,156.7,153.1,2.3,129,4.118,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
7,12:45:09,7/25/2023,Zach TIP2023,Zach Peagler,,7,1,0.111917,2.922029,0.107789,1.373134,3.027444,2.990556,4.233952,1.206507,30.410526,30.785637,43.054436,0.441786,PSF-01133_20230725124509,0,0,0,114.262459,389.462128,0.706615,0.5,0.8,111.748802,66.4,65.59,31.18,29.89,98.34,156.7,153.8,1.9,395,4.118,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
8,12:45:18,7/25/2023,Zach TIP2023,Zach Peagler,,8,1,0.203022,2.920981,0.189828,2.339594,3.060581,2.997699,4.22769,1.167109,30.482925,31.12236,42.99044,0.441786,PSF-01133_20230725124518,0,0,0,118.745682,409.544342,0.710054,0.5,0.8,92.181747,67.11,65.73,31.19,29.87,98.34,156.6,153.5,2,325,4.117,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
9,12:45:33,7/25/2023,Zach TIP2023,Zach Peagler,,1,2,0.034152,2.920683,0.033758,0.418783,2.971293,2.960025,4.147086,1.175793,30.100363,30.214954,42.171543,0.441786,PSF-01133_20230725124533,0,0,0,108.910561,440.341827,0.752668,0.5,0.8,39.99876,65.11,64.86,31.2,29.53,98.34,156.6,151.4,3.3,133,4.109,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
10,12:45:45,7/25/2023,Zach TIP2023,Zach Peagler,,2,2,0.180665,2.921602,0.170144,1.623309,2.99419,2.950556,3.899444,0.905254,30.006977,30.450733,39.657108,0.441786,PSF-01133_20230725124545,0,0,0,107.193588,428.533661,0.74986,0.5,0.8,74.544975,65.58,64.62,31.21,28.47,98.33,156.7,151.9,3.1,249,4.115,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
11,12:45:59,7/25/2023,Zach TIP2023,Zach Peagler,,3,2,0.029067,2.92069,0.028781,0.233007,2.972471,2.966202,3.741382,0.768911,30.165169,30.228926,38.04847,0.441786,PSF-01133_20230725124559,0,0,0,106.604218,474.368683,0.775271,0.5,0.8,39.32082,65.08,64.94,31.22,27.76,98.33,156.6,152.9,2.3,127,4.115,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
12,12:46:10,7/25/2023,Zach TIP2023,Zach Peagler,,4,2,0.085068,2.921416,0.082661,0.684849,2.99948,2.981069,3.786048,0.786568,30.316442,30.503674,38.5028,0.441786,PSF-01133_20230725124610,0,0,0,102.566238,430.432678,0.761714,0.5,0.8,52.365173,65.66,65.25,31.22,27.96,98.33,156.7,153.6,2,172,4.114,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
13,12:46:21,7/25/2023,Zach TIP2023,Zach Peagler,,5,2,0.111832,2.922171,0.10771,0.875078,2.995188,2.971676,3.766602,0.771414,30.221075,30.46018,38.305233,0.441786,PSF-01133_20230725124621,0,0,0,107.181786,438.426727,0.755531,0.5,0.8,60.169678,65.56,65.05,31.22,27.87,98.33,156.8,153.3,2.2,199,4.113,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
14,12:46:32,7/25/2023,Zach TIP2023,Zach Peagler,,6,2,0.098969,2.921897,0.095727,0.919301,2.98924,2.964533,3.90049,0.911249,30.1479,30.399158,39.66613,0.441786,PSF-01133_20230725124632,0,0,0,122.600555,480.011353,0.744588,0.5,0.8,80.921837,65.43,64.89,31.22,28.47,98.33,156.7,129.8,17.2,272,4.113,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
15,12:46:42,7/25/2023,Zach TIP2023,Zach Peagler,,7,2,0.218868,2.921394,0.203614,1.789748,3.005747,2.957632,3.840054,0.834306,30.075806,30.565083,39.049046,0.441786,PSF-01133_20230725124642,0,0,0,110.220909,464.248901,0.762582,0.5,0.8,52.245262,65.81,64.75,31.22,28.2,98.34,156.7,153.6,1.9,171,4.114,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
16,12:46:52,7/25/2023,Zach TIP2023,Zach Peagler,,8,2,0.066332,2.921424,0.064859,0.537499,2.971866,2.957412,3.75887,0.787004,30.075787,30.222775,38.226318,0.441786,PSF-01133_20230725124652,0,0,0,103.680611,416.745178,0.751213,0.5,0.8,69.208618,65.07,64.75,31.22,27.84,98.33,156.7,153.1,2.3,230,4.112,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
17,12:47:02,7/25/2023,Zach TIP2023,Zach Peagler,,1,3,-0.043798,2.921638,-0.044464,-0.581415,2.971182,2.986815,4.210113,1.238931,30.372646,30.213673,42.812244,0.441786,PSF-01133_20230725124702,0,0,0,113.454941,405.662659,0.720322,0.5,0.8,88.565201,65.05,65.4,31.22,29.79,98.34,156.7,152.4,2.7,307,4.113,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
18,12:47:22,7/25/2023,Zach TIP2023,Zach Peagler,,2,3,0.04671,2.921341,0.045975,0.453372,3.039627,3.027442,3.974807,0.93518,30.785147,30.90905,40.418617,0.441786,PSF-01133_20230725124722,0,0,0,125.30172,467.580566,0.732021,0.5,0.8,79.859055,66.52,66.25,31.23,28.8,98.34,156.7,152.1,2.9,273,4.112,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
19,12:47:30,7/25/2023,Zach TIP2023,Zach Peagler,,3,3,-0.01239,2.920956,-0.012443,-0.156278,3.004258,3.008461,4.194167,1.189909,30.592369,30.549631,42.649548,0.441786,PSF-01133_20230725124730,0,0,0,121.44899,414.907349,0.707287,0.5,0.8,92.347862,65.74,65.83,31.23,29.73,98.34,156.6,152.2,2.8,326,4.111,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
20,12:47:38,7/25/2023,Zach TIP2023,Zach Peagler,,4,3,0.073191,2.923514,0.071403,0.84793,3.003039,2.980283,4.12844,1.125401,30.307522,30.538944,41.983528,0.441786,PSF-01133_20230725124738,0,0,0,111.680031,420.553223,0.734445,0.5,0.8,78.072525,65.71,65.21,31.23,29.45,98.33,156.9,150.1,4.3,266,4.111,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
21,12:47:47,7/25/2023,Zach TIP2023,Zach Peagler,,5,3,-0.047599,2.921924,-0.048387,-0.561603,2.930657,2.94576,4.031589,1.100931,29.95615,29.802565,40.998199,0.441786,PSF-01133_20230725124747,0,0,0,118.381973,413.688171,0.713838,0.5,0.8,54.714378,64.11,64.44,31.23,29.04,98.34,156.7,150.4,4,192,4.112,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
22,12:47:54,7/25/2023,Zach TIP2023,Zach Peagler,,6,3,0.111892,2.920441,0.107764,1.14941,2.984709,2.953778,3.996378,1.011669,30.036304,30.350834,40.638275,0.441786,PSF-01133_20230725124754,0,0,0,117.486122,394.049042,0.701849,0.5,0.8,45.257961,65.29,64.61,31.23,28.89,98.34,156.5,151.5,3.2,161,4.085,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
23,12:48:04,7/25/2023,Zach TIP2023,Zach Peagler,,7,3,0.284606,2.92192,0.259345,2.3445,3.038964,2.975984,3.896591,0.857627,30.263121,30.903564,39.62487,0.441786,PSF-01133_20230725124804,0,0,0,111.51123,399.711365,0.721021,0.5,0.8,84.554985,66.47,65.09,31.23,28.45,98.34,156.7,153,2.4,293,4.109,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
24,12:48:11,7/25/2023,Zach TIP2023,Zach Peagler,,8,3,0.084557,2.920902,0.082178,0.760781,2.971727,2.95126,3.850512,0.878785,30.012148,30.220284,39.156883,0.441786,PSF-01133_20230725124811,0,0,0,117.115974,439.620483,0.733598,0.5,0.8,96.092522,65,64.55,31.23,28.25,98.34,156.6,109.7,29.9,327,4.11,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
25,12:48:40,7/25/2023,Zach TIP2023,Zach Peagler,,1,4,0.032203,2.922902,0.031852,0.330205,2.956193,2.947322,3.939907,0.983715,29.97134,30.06155,40.064953,0.441786,PSF-01133_20230725124840,0,0,0,108.731392,433.718201,0.749304,0.5,0.8,73.534538,64.61,64.41,31.25,28.65,98.34,156.9,153.5,2.1,245,4.109,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
26,12:48:55,7/25/2023,Zach TIP2023,Zach Peagler,,2,4,0.086549,2.92076,0.084058,0.661466,2.9371,2.919297,3.684821,0.747721,29.688772,29.869823,37.474022,0.441786,PSF-01133_20230725124855,0,0,0,101.93145,416.054596,0.755005,0.5,0.8,69.832489,64.16,63.77,31.26,27.5,98.33,156.6,153,2.3,231,4.106,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
27,12:49:06,7/25/2023,Zach TIP2023,Zach Peagler,,3,4,-0.115994,2.92144,-0.12079,-1.044148,2.906301,2.934397,3.72762,0.821319,29.842493,29.556759,37.909477,0.441786,PSF-01133_20230725124906,0,0,0,100.341797,411.482697,0.756146,0.5,0.8,67.749901,63.47,64.08,31.26,27.69,98.33,156.7,152.9,2.4,224,4.108,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
28,12:49:20,7/25/2023,Zach TIP2023,Zach Peagler,,4,4,0.060786,2.921955,0.059547,0.636637,3.029006,3.011903,4.042554,1.013548,30.628225,30.802147,41.108982,0.441786,PSF-01133_20230725124920,0,0,0,112.949608,436.155792,0.741034,0.5,0.8,65.509682,66.13,65.75,31.27,29.09,98.34,156.7,152.7,2.5,221,4.108,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
29,12:49:30,7/25/2023,Zach TIP2023,Zach Peagler,,5,4,0.162202,2.921332,0.15367,1.213799,2.973454,2.940809,3.723783,0.750329,29.90382,30.235775,37.865551,0.441786,PSF-01133_20230725124930,0,0,0,99.623322,429.347626,0.767966,0.5,0.8,32.23542,64.91,64.2,31.27,27.68,98.34,156.7,153.5,2,105,4.106,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
30,12:49:47,7/25/2023,Zach TIP2023,Zach Peagler,,6,4,-0.035154,2.921335,-0.035582,-0.360917,2.96239,2.972098,3.924966,0.962575,30.222141,30.123426,39.911488,0.441786,PSF-01133_20230725124947,0,0,0,102.493645,416.368591,0.753839,0.5,0.8,56.462128,64.64,64.85,31.28,28.58,98.34,156.7,152.2,2.8,187,4.106,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
31,12:50:15,7/25/2023,Zach TIP2023,Zach Peagler,,7,4,0.074527,2.921653,0.072673,0.569503,2.890742,2.875416,3.635825,0.745084,29.239012,29.394857,36.971329,0.441786,PSF-01133_20230725125015,0,0,0,99.076866,419.324036,0.763722,0.5,0.8,94.946426,63.02,62.68,31.29,27.27,98.34,156.7,152.5,2.7,311,4.106,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
32,12:50:27,7/25/2023,Zach TIP2023,Zach Peagler,,8,4,-0.006595,2.921072,-0.006609,-0.06801,2.875002,2.876833,3.852272,0.97727,29.254616,29.235992,39.173882,0.441786,PSF-01133_20230725125027,0,0,0,103.75428,401.002777,0.741263,0.5,0.8,87.726639,62.67,62.71,31.29,28.26,98.34,156.6,151.9,3,296,4.105,12:43:58,7/25/2023,-1.86,,,,,,,,,,,,,,,,,
1,11:42:27,8/4/2023,Zach TIP2023,Zach Peagler,,1,1,5.255997,2.92049,1.877345,13.110847,2.699407,2.348028,3.360347,0.66094,24.040421,27.638033,34.405106,0.441786,PSF-01133_20230804114227,0,0,0,125.366447,481.865631,0.739831,0.5,0.8,67.331306,87.56,76.16,24.48,25.93,97.67,156.6,148.6,5.1,228,4.098,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
2,11:42:36,8/4/2023,Zach TIP2023,Zach Peagler,,2,1,2.256111,2.92198,1.273116,11.280368,2.702458,2.400488,3.540246,0.837787,24.576275,27.667862,36.245152,0.441786,PSF-01133_20230804114236,0,0,0,122.850182,451.530945,0.727925,0.5,0.8,78.049812,87.33,77.57,24.55,26.81,97.68,156.7,154.5,1.4,268,4.097,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
3,11:42:47,8/4/2023,Zach TIP2023,Zach Peagler,,3,1,1.669275,2.921205,1.062263,9.584501,2.703917,2.447206,3.556914,0.852998,25.056049,27.68442,36.417953,0.441786,PSF-01133_20230804114247,0,0,0,116.931442,422.94754,0.723532,0.5,0.8,101.213303,87,78.74,24.62,26.89,97.67,156.6,155.4,0.8,350,4.096,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
4,11:42:58,8/4/2023,Zach TIP2023,Zach Peagler,,4,1,1.246473,2.921095,0.873667,8.765662,2.730124,2.495417,3.677796,0.947672,25.552679,27.956038,37.660049,0.441786,PSF-01133_20230804114258,0,0,0,117.745399,441.499481,0.733306,0.5,0.8,77.224861,87.47,79.95,24.69,27.46,97.66,156.6,154.2,1.5,263,4.096,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
5,11:43:13,8/4/2023,Zach TIP2023,Zach Peagler,,5,1,2.904732,2.919899,1.456148,10.689569,2.830286,2.544084,3.523898,0.693613,26.049885,28.980417,36.082596,0.441786,PSF-01133_20230804114313,0,0,0,130.63681,492.448914,0.73472,0.5,0.8,49.881691,90.21,81.08,24.78,26.74,97.66,156.5,156.7,-0.1,170,4.095,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
6,11:43:21,8/4/2023,Zach TIP2023,Zach Peagler,,6,1,1.118121,2.922892,0.808744,9.221775,2.800092,2.553687,3.875665,1.075573,26.147415,28.670378,39.683258,0.441786,PSF-01133_20230804114321,0,0,0,128.31723,430.686249,0.702063,0.5,0.8,93.125237,89.03,81.19,24.82,28.36,97.67,156.8,153.4,2.2,332,4.095,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
7,11:43:34,8/4/2023,Zach TIP2023,Zach Peagler,,7,1,1.950072,2.921117,1.169404,10.01137,2.827564,2.559785,3.635947,0.808383,26.212,28.954037,37.231812,0.441786,PSF-01133_20230804114334,0,0,0,119.601128,425.573242,0.718965,0.5,0.8,66.901634,89.51,81.04,24.89,27.27,97.66,156.6,155,1.1,233,4.094,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
8,11:43:44,8/4/2023,Zach TIP2023,Zach Peagler,,8,1,1.131407,2.920077,0.815453,9.131927,2.838652,2.59422,3.894585,1.055933,26.564268,29.0672,39.879734,0.441786,PSF-01133_20230804114344,0,0,0,107.467529,395.813934,0.72849,0.5,0.8,104.380508,89.5,81.79,24.96,28.45,97.66,156.5,154.4,1.3,358,4.093,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
9,11:43:57,8/4/2023,Zach TIP2023,Zach Peagler,,1,2,1.951587,2.92116,1.169956,9.384445,2.83872,2.587742,3.596254,0.757534,26.497732,29.067673,36.824604,0.441786,PSF-01133_20230804114357,0,0,0,104.816078,420.64798,0.750822,0.5,0.8,55.660652,89.11,81.23,25.03,27.08,97.66,156.6,154.8,1.1,185,4.093,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
10,11:44:10,8/4/2023,Zach TIP2023,Zach Peagler,,2,2,1.739036,2.921553,1.090138,7.807589,2.845271,2.636539,3.521919,0.676649,26.996847,29.134153,36.062698,0.441786,PSF-01133_20230804114410,0,0,0,108.119492,439.036835,0.753735,0.5,0.8,49.685852,88.99,82.46,25.09,26.73,97.66,156.7,152,3,165,4.094,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
11,11:44:18,8/4/2023,Zach TIP2023,Zach Peagler,,3,2,2.237443,2.921662,1.26709,7.474633,2.817871,2.617997,3.375719,0.557848,26.806576,28.853151,34.565151,0.441786,PSF-01133_20230804114418,0,0,0,105.228065,469.581482,0.775911,0.5,0.8,32.530441,87.92,81.68,25.13,26.01,97.66,156.7,155.3,0.9,105,4.094,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
12,11:44:26,8/4/2023,Zach TIP2023,Zach Peagler,,4,2,1.664283,2.920834,1.06019,6.837253,2.804233,2.621264,3.413993,0.60976,26.840982,28.714537,34.958302,0.441786,PSF-01133_20230804114426,0,0,0,104.053261,471.055267,0.779106,0.5,0.8,38.907452,87.31,81.61,25.17,26.2,97.66,156.6,155,1,125,4.093,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
13,11:44:34,8/4/2023,Zach TIP2023,Zach Peagler,,5,2,1.412259,2.920731,0.951959,6.49016,2.792848,2.619125,3.437445,0.644598,26.817984,28.596785,35.19701,0.441786,PSF-01133_20230804114434,0,0,0,56.142925,435.823914,0.87118,0.5,0.8,55.499207,86.77,81.38,25.2,26.31,97.66,156.6,154.5,1.3,159,4.093,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
14,11:44:46,8/4/2023,Zach TIP2023,Zach Peagler,,6,2,1.976343,2.921812,1.178914,7.65055,2.827731,2.623197,3.441175,0.613444,26.85961,28.953886,35.2351,0.441786,PSF-01133_20230804114446,0,0,0,102.006195,431.348206,0.763518,0.5,0.8,23.277706,87.54,81.21,25.26,26.33,97.66,156.7,155.1,1,76,4.093,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
15,11:44:54,8/4/2023,Zach TIP2023,Zach Peagler,,7,2,1.127867,2.921977,0.81376,5.281002,2.778058,2.636813,3.391855,0.613798,26.998196,28.444397,34.729042,0.441786,PSF-01133_20230804114454,0,0,0,96.81916,443.751099,0.781817,0.5,0.8,32.916496,85.81,81.45,25.3,26.09,97.67,156.7,154.9,1.2,105,4.092,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
16,11:45:02,8/4/2023,Zach TIP2023,Zach Peagler,,8,2,1.29998,2.920811,0.899593,6.251657,2.813372,2.646079,3.47024,0.656868,27.093979,28.806934,35.532799,0.441786,PSF-01133_20230804114502,0,0,0,101.005554,440.379028,0.770639,0.5,0.8,34.991631,86.7,81.54,25.34,26.47,97.66,156.6,154.2,1.5,114,4.092,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
17,11:45:14,8/4/2023,Zach TIP2023,Zach Peagler,,1,3,1.041754,2.919387,0.767779,6.010686,2.834714,2.673737,3.574144,0.739429,27.379141,29.02755,36.599327,0.441786,PSF-01133_20230804114514,0,0,0,123.982071,487.071991,0.745454,0.5,0.8,83.835182,87.03,82.09,25.4,26.98,97.66,156.4,153.7,1.7,281,4.092,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
18,11:45:28,8/4/2023,Zach TIP2023,Zach Peagler,,2,3,1.214704,2.922098,0.858026,6.888107,2.829779,2.645675,3.588043,0.758264,27.089838,28.974934,36.739017,0.441786,PSF-01133_20230804114528,0,0,0,112.769005,443.481445,0.745719,0.5,0.8,41.307777,86.51,80.88,25.48,27.04,97.66,156.8,154.7,1.3,138,4.091,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
19,11:45:36,8/4/2023,Zach TIP2023,Zach Peagler,,3,3,0.958191,2.919738,0.721433,6.310971,2.813357,2.64433,3.639493,0.826137,27.075371,28.806047,37.264885,0.441786,PSF-01133_20230804114536,0,0,0,121.698257,438.669922,0.722574,0.5,0.8,59.15559,85.81,80.65,25.51,27.28,97.67,156.5,154.1,1.5,205,4.091,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
20,11:45:44,8/4/2023,Zach TIP2023,Zach Peagler,,4,3,1.352392,2.920852,0.924388,6.853658,2.833156,2.649791,3.53368,0.700524,27.130943,29.008396,36.180992,0.441786,PSF-01133_20230804114544,0,0,0,106.739044,444.05722,0.759628,0.5,0.8,59.456512,86.21,80.63,25.56,26.78,97.67,156.6,152.8,2.4,196,4.09,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
21,11:45:52,8/4/2023,Zach TIP2023,Zach Peagler,,5,3,0.748,2.921823,0.595539,5.026189,2.77317,2.638717,3.570676,0.797506,27.017693,28.39435,36.559978,0.441786,PSF-01133_20230804114552,0,0,0,120.018837,428.262604,0.719754,0.5,0.8,42.547264,84.18,80.09,25.6,26.96,97.67,156.7,154,1.7,148,4.089,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
22,11:46:00,8/4/2023,Zach TIP2023,Zach Peagler,,6,3,0.90821,2.919421,0.692713,6.76053,2.831825,2.650731,3.752945,0.92112,27.138479,28.992546,38.423077,0.441786,PSF-01133_20230804114600,0,0,0,119.295357,417.602417,0.714333,0.5,0.8,40.103062,85.76,80.28,25.63,27.81,97.67,156.4,155.9,0.4,140,4.09,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
23,11:46:13,8/4/2023,Zach TIP2023,Zach Peagler,,7,3,0.646741,2.921302,0.529513,3.788767,2.783296,2.681907,3.459828,0.676532,27.458086,28.49614,35.422653,0.441786,PSF-01133_20230804114613,0,0,0,125.202652,445.553528,0.718995,0.5,0.8,83.272293,83.96,80.9,25.7,26.42,97.67,156.7,153.7,1.9,290,4.09,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
24,11:46:23,8/4/2023,Zach TIP2023,Zach Peagler,,8,3,0.338724,2.920934,0.303526,2.866293,2.742612,2.665856,3.63482,0.892209,27.294802,28.080677,37.215702,0.441786,PSF-01133_20230804114623,0,0,0,114.20739,416.747345,0.725955,0.5,0.8,89.058212,82.49,80.18,25.75,27.26,97.67,156.6,148.2,5.4,307,4.09,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
25,11:46:36,8/4/2023,Zach TIP2023,Zach Peagler,,1,4,0.75015,2.921109,0.596872,5.065037,2.812003,2.676489,3.613539,0.801536,27.404226,28.791742,36.998569,0.441786,PSF-01133_20230804114636,0,0,0,101.290581,403.236877,0.748806,0.5,0.8,69.929245,84.23,80.17,25.82,27.16,97.67,156.6,148.9,5,233,4.089,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
26,11:46:48,8/4/2023,Zach TIP2023,Zach Peagler,,2,4,0.822373,2.921072,0.641711,4.551441,2.809144,2.687363,3.479563,0.670419,27.515501,28.762396,35.626713,0.441786,PSF-01133_20230804114648,0,0,0,99.972008,405.610443,0.753527,0.5,0.8,44.138504,83.82,80.18,25.89,26.52,97.67,156.6,151.5,3.2,146,4.089,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
27,11:47:03,8/4/2023,Zach TIP2023,Zach Peagler,,3,4,0.608579,2.921902,0.503673,4.382332,2.821069,2.703914,3.642664,0.821595,27.687016,28.886641,37.29945,0.441786,PSF-01133_20230804114703,0,0,0,113.253235,435.756317,0.7401,0.5,0.8,52.076313,83.8,80.32,25.96,27.3,97.66,156.7,154.2,1.6,176,4.088,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
28,11:47:15,8/4/2023,Zach TIP2023,Zach Peagler,,4,4,0.531514,2.921374,0.449696,3.827825,2.825461,2.72309,3.629284,0.803823,27.883013,28.931236,37.161964,0.441786,PSF-01133_20230804114715,0,0,0,90.313911,402.389648,0.775556,0.5,0.8,51.410866,83.59,80.56,26.03,27.24,97.66,156.7,152.9,2.4,166,4.087,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
29,11:47:28,8/4/2023,Zach TIP2023,Zach Peagler,,5,4,0.595355,2.920084,0.494529,3.334259,2.830967,2.741712,3.468173,0.637207,28.074488,28.98843,35.513275,0.441786,PSF-01133_20230804114728,0,0,0,103.95813,466.837402,0.777314,0.5,0.8,29.427805,83.43,80.8,26.09,26.46,97.66,156.5,151.4,3.3,95,4.087,11:42:00,8/4/2023,-2.62,,,,,,,,,,,,,,,,,
